Confirmed,Active,Recovered,Deaths,DaysSinceStart
8622.371647509579,5895.291187739464,2123.704980842912,603.3754789272031,86.0
8905.731800766283,6063.812260536399,2213.7509578544064,628.1685823754789,87.0
9214.249042145593,6236.934865900384,2331.6360153256705,645.6781609195402,88.0
9495.241379310344,6415.444444444444,2413.264367816092,666.5325670498084,89.0
9783.555555555555,6545.375478927203,2544.2260536398467,693.9540229885057,90.0
10077.83141762452,6702.030651340996,2655.9655172413795,719.8352490421456,91.0
10418.877394636016,6907.704980842912,2765.0919540229884,746.080459770115,92.0
10751.980842911877,7025.045977011494,2955.2835249042146,771.6513409961685,93.0
11077.3908045977,7225.9808429118775,3058.3869731800764,793.0229885057471,94.0
11356.88122605364,7384.348659003831,3164.632183908046,807.9003831417624,95.0
11620.114942528735,7528.570881226054,3265.8314176245212,825.7126436781609,96.0
11908.616858237549,7668.563218390805,3389.5785440613026,850.4750957854407,97.0
12203.812260536399,7780.463601532567,3546.942528735632,876.4061302681993,98.0
12524.429118773947,7833.547892720307,3791.632183908046,899.2490421455939,99.0
12857.938697318008,8005.900383141762,3932.9540229885056,919.0842911877395,100.0
13170.911877394636,8145.747126436781,4085.67816091954,939.4865900383141,101.0
13468.367816091954,8310.375478927202,4205.275862068966,952.7164750957854,102.0
13759.850574712644,8459.800766283524,4331.517241379311,968.5325670498084,103.0
14066.32183908046,8607.268199233717,4468.0268199233715,991.0268199233717,104.0
14411.233716475095,8755.214559386974,4639.44061302682,1016.5785440613026,105.0
14752.55938697318,8928.624521072798,4786.632183908046,1037.302681992337,106.0
15103.199233716476,9121.770114942528,4922.793103448276,1058.6360153256705,107.0
15432.111111111111,9233.122605363984,5124.0114942528735,1074.9770114942528,108.0
15724.241379310344,9386.145593869733,5249.455938697318,1088.639846743295,109.0
16016.352490421456,9488.337164750958,5426.068965517241,1101.9463601532566,110.0
16336.655172413793,9649.505747126437,5563.9501915708815,1123.1992337164752,111.0
16661.375478927202,9744.563218390804,5773.582375478927,1143.2298850574712,112.0
17033.42528735632,9947.743295019158,5922.268199233717,1163.4137931034484,113.0
17402.578544061304,10116.19540229885,6102.9885057471265,1183.3946360153257,114.0
17768.141762452105,10252.498084291188,6316.268199233717,1199.3754789272032,115.0
18068.94252873563,10386.701149425287,6470.111111111111,1212.1302681992338,116.0
18407.19540229885,10512.306513409962,6670.149425287356,1224.7394636015326,117.0
18776.636015325672,10666.68582375479,6866.88122605364,1243.0689655172414,118.0
19171.379310344826,10819.781609195403,7089.812260536399,1261.7854406130268,119.0
19578.78927203065,11016.030651340996,7282.63601532567,1280.1226053639846,120.0
19988.367816091955,10992.44061302682,7695.55938697318,1300.367816091954,121.0
20391.773946360154,11172.666666666666,7903.455938697318,1315.6513409961685,122.0
20757.00766283525,11316.088122605364,8113.237547892721,1327.6819923371647,123.0
21090.199233716474,11403.19540229885,8354.808429118773,1332.1954022988505,124.0
21444.689655172413,11532.72030651341,8563.670498084291,1348.2988505747126,125.0
21837.793103448275,11666.406130268198,8803.114942528735,1368.272030651341,126.0
22294.934865900384,11852.153256704982,9056.498084291188,1386.2835249042146,127.0
22759.17624521073,12005.578544061304,9349.145593869733,1404.4521072796936,128.0
23287.27203065134,12250.111111111111,9616.785440613026,1420.3754789272032,129.0
23699.34865900383,12361.436781609196,9906.471264367816,1431.4406130268198,130.0
24064.080459770114,12507.478927203065,10113.406130268198,1443.1954022988505,131.0
24526.95785440613,12555.386973180077,10509.896551724138,1461.6743295019157,132.0
24984.383141762453,12691.283524904215,10810.07662835249,1483.0229885057472,133.0
25470.731800766283,12892.210727969348,11075.770114942528,1502.7509578544061,134.0
25972.122605363984,13113.766283524905,11337.306513409962,1521.0498084291187,135.0
26492.973180076628,13347.038314176245,11610.015325670498,1535.9195402298851,136.0
26923.08429118774,13557.816091954022,11818.842911877395,1546.4252873563219,137.0
27314.750957854405,13357.072796934866,12397.088122605364,1560.5900383141764,138.0
27791.157088122607,13502.43295019157,12709.275862068966,1579.448275862069,139.0
28304.66283524904,13697.019157088123,13008.252873563219,1599.3908045977012,140.0
28833.835249042146,13882.356321839081,13333.7969348659,1617.6819923371647,141.0
29328.44827586207,14058.544061302682,13635.758620689656,1634.1455938697318,142.0
29849.55938697318,14237.306513409962,13961.869731800767,1650.3831417624522,143.0
30360.750957854405,14467.532567049808,14229.908045977012,1663.3103448275863,144.0
30819.13409961686,14608.578544061304,14534.122605363984,1676.4329501915709,145.0
31360.908045977012,14750.885057471265,14907.27969348659,1702.7432950191571,146.0
31904.4061302682,14824.436781609196,15357.091954022988,1722.8773946360154,147.0
32440.528735632182,15032.383141762451,15666.0,1742.1455938697318,148.0
33133.272030651344,15339.130268199233,16027.961685823755,1766.1800766283525,149.0
33736.91954022989,15484.716475095785,16469.743295019158,1782.4597701149426,150.0
34229.4061302682,15700.44061302682,16731.32183908046,1797.6436781609195,151.0
34757.597701149425,15865.455938697318,17080.816091954024,1811.3256704980843,152.0
35391.07662835249,16081.639846743295,17477.76245210728,1831.6743295019157,153.0
36046.95019157088,16275.55938697318,17919.55938697318,1851.831417624521,154.0
36728.509578544064,16577.501915708814,18273.78544061303,1877.2222222222222,155.0
37461.63601532567,16884.793103448275,18681.126436781607,1895.7164750957854,156.0
38144.04980842912,17143.758620689656,19087.386973180077,1912.904214559387,157.0
38763.32183908046,17411.026819923372,19427.555555555555,1924.7394636015326,158.0
39370.877394636016,17644.547892720308,19787.333333333332,1938.9961685823755,159.0
40037.15325670498,17843.01915708812,20235.47509578544,1958.6590038314175,160.0
40871.21072796935,18214.873563218393,20678.478927203065,1977.8582375478927,161.0
41667.0153256705,17901.429118773947,21768.11111111111,1997.4750957854405,162.0
42446.685823754786,18242.555555555555,22187.51724137931,2016.6130268199233,163.0
43188.32183908046,18218.666666666668,22936.302681992336,2033.352490421456,164.0
43888.30268199234,18448.854406130267,23392.896551724138,2046.551724137931,165.0
44529.46360153257,18603.352490421457,23865.011494252874,2061.0996168582374,166.0
45337.295019157085,18833.206896551725,24419.590038314178,2084.4980842911878,167.0
46148.7969348659,19020.869731800765,25023.049808429118,2104.877394636015,168.0
47023.22988505747,19360.13409961686,25537.306513409963,2125.7892720306513,169.0
47914.32950191571,19698.25287356322,26069.938697318008,2146.137931034483,170.0
48743.1724137931,20027.655172413793,26550.616858237547,2164.9003831417626,171.0
49481.36398467433,20323.636015325672,26977.67816091954,2180.049808429119,172.0
50219.98084291188,20511.37164750958,27513.94252873563,2194.6666666666665,173.0
51068.45593869732,20795.026819923372,28057.07662835249,2216.352490421456,174.0
51953.96168582376,21048.67049808429,28667.892720306514,2237.3984674329504,175.0
52921.55172413793,21411.969348659004,29249.96551724138,2259.616858237548,176.0
53848.900383141765,21702.298850574713,29861.149425287356,2285.4521072796933,177.0
54759.379310344826,22013.478927203065,30438.88888888889,2307.0114942528735,178.0
55581.7816091954,22484.486590038316,30774.84674329502,2322.448275862069,179.0
56374.03448275862,22653.360153256705,31382.287356321838,2338.3869731800764,180.0
57268.49808429119,22856.45593869732,32049.754789272032,2362.287356321839,181.0
58343.773946360154,23229.616858237547,32725.114942528737,2389.04214559387,182.0
59427.13026819923,23624.54406130268,33375.360153256705,2427.2260536398467,183.0
60504.38697318007,23801.877394636016,34251.74329501916,2450.7662835249043,184.0
61483.486590038316,23923.103448275862,35090.969348659004,2469.4137931034484,185.0
62267.41762452107,24175.137931034482,35607.141762452105,2485.137931034483,186.0
63143.620689655174,24361.540229885057,36276.19540229885,2505.885057471264,187.0
